formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
Au2Ba2P2Au2Ba2P2,33.53480609,34.18204947,34.82699536,53.2542,55.0593,54.1567,32.447,33.1122,32.7796
Au2Ba2Sb2Au2Ba2Sb2,27.73953696,29.6485866,31.55391852,41.4554,45.6907,43.5731,25.8301,27.0444,26.4373
Au2Be1Au2Be1,178.614801,172.6539814,167.3162455,125.082,128.87,126.976,29.6609,32.7689,31.2149
Au2Br6Cs2Au2Br6Cs2,16.45523106,14.85144874,13.5282882,10.833,11.1204,10.9767,5.10121,6.09889,5.60005
Au2Ca1Ge2Au2Ca1Ge2,107.2401702,95.17163652,85.66400512,66.7593,68.3519,67.5556,17.7202,22.1144,19.9173
Au2Ca1Si2Au2Ca1Si2,78.44205436,74.87117367,71.68205887,87.8546,89.6667,88.7606,34.6524,38.4767,36.5645
Au2Ca2Au2Ca2,62.86528774,59.02853133,55.61757778,45.1337,45.4167,45.2752,15.298,17.06,16.179
Au2Ca2In4Au2Ca2In4,40.9927671,39.53474084,38.24670244,50.3122,52.1981,51.2552,25.4215,28.3856,26.9035
Au2Ca2P2Au2Ca2P2,44.6246819,49.20121498,53.73225325,62.5027,72.9759,67.7393,32.8923,35.7322,34.3122
Au2Ca2Sb2Au2Ca2Sb2,40.56191871,48.14419445,55.71556245,44.7025,57.0315,50.867,21.4705,23.9722,22.7214
Au2Ca4N2Au2Ca4N2,45.01757016,42.75236543,40.71642966,57.2457,57.9759,57.6108,28.6293,31.6156,30.1224
Au2Cd2Au2Cd2,185.4435436,164.0445068,150.8250693,74.9295,87.7889,81.3592,13.3251,20.1,16.7126
Au2Dy1Au2Dy1,96.61742989,88.82674112,82.31244374,95.8266,98.0056,96.9161,33.2308,39.24,36.2354
Au2Dy1In1Au2Dy1In1,180.8994647,141.053199,114.7136648,91.3333,91.3333,91.3333,18.3103,26.81,22.5602
Au2Dy1Si2Au2Dy1Si2,94.02636849,91.27357069,88.73582903,113.746,115.835,114.791,43.954,47.3878,45.6709
Au2Dy2Ge2Au2Dy2Ge2,58.57189418,60.38362605,62.18335034,87.3556,92.3593,89.8574,43.6355,45.1822,44.4089
Au2Dy2Sn2Au2Dy2Sn2,49.1026229,50.2026112,51.29306386,75.1207,78.7204,76.9205,40.1355,41.5656,40.8505
Au2Er1Au2Er1,97.27572462,88.55733039,81.38602005,100.67,102.967,101.818,35.5809,42.6533,39.1171
Au2Er1In1Au2Er1In1,242.2030254,164.8261956,123.0941431,92.6944,92.6944,92.6944,14.64,25.8467,20.2433
Au2Er2Sn2Au2Er2Sn2,49.76679501,50.86423723,51.95388431,74.9787,78.3056,76.6421,39.5908,40.8133,40.202
Au2F8K2Au2F8K2,26.80503956,27.43386968,28.05534271,21.2884,22.4778,21.8831,9.75952,10.2233,9.99142
Au2Ga2O4Au2Ga2O4,149.4290219,121.2811094,102.8317226,145.543,153.552,149.547,43.2422,64.0078,53.625
Au2Ga2Zr2Au2Ga2Zr2,79.12741518,79.90484659,80.69563787,117.259,125.033,121.146,53.0512,57.4767,55.264
Au2Gd2Au2Gd2,187.4789919,120.8655328,88.48521507,66.8367,68.6333,67.735,11.1231,21.6633,16.3932
Au2Ge2Sc2Au2Ge2Sc2,69.27997637,69.25088387,69.24623354,90.8599,94.4241,92.642,40.3594,42.7744,41.5669
Au2Ge2Tb2Au2Ge2Tb2,58.19843748,59.60185017,60.99791708,88.5159,92.4444,90.4802,44.7398,45.96,45.3499
Au2Ge2Th1Au2Ge2Th1,373.9257511,251.3561345,186.9241865,99.7787,100.219,99.9986,11.3219,20.4744,15.8982
Au2Ge2Y2Au2Ge2Y2,56.06277453,58.4929717,60.92357041,85.286,90.9167,88.1013,43.6178,44.87,44.2439
Au2Ge8Rb6Au2Ge8Rb6,21.62956429,20.38634429,19.50596007,16.6064,18.7981,17.7023,7.91452,10.2956,9.10504
Au2H6Ti6Au2H6Ti6,73.5492476,69.26993034,65.41405999,128.911,128.911,128.911,64.9411,71.4867,68.2139
Au2Hf1In1Au2Hf1In1,342.4291206,196.7171845,134.7214756,127.622,127.622,127.622,17.6458,38.7233,28.1846
Au2Hf2Au2Hf2,107.0604648,97.3138643,89.05862841,139.734,139.776,139.755,53.7353,62.6256,58.1804
Au2Ho1Au2Ho1,95.6041739,87.82774839,81.32752113,96.1563,98.287,97.2217,33.6956,39.8022,36.7489
Au2Ho1In1Au2Ho1In1,211.9736187,152.9978665,118.3189229,91.7889,91.7889,91.7889,16.143,26.3233,21.2332
Au2Ho1Si2Au2Ho1Si2,100.5728431,97.73153755,95.11780798,114.347,116.661,115.504,41.8982,45.22,43.5591
Au2Ho2Sn2Au2Ho2Sn2,48.05167018,49.68322454,51.30565294,73.794,78.1685,75.9813,39.7635,41.1211,40.4423
Au2In1Tb1Au2In1Tb1,156.5189859,127.9565836,107.6185244,90.3333,90.3333,90.3333,20.3384,27.81,24.0742
Au2In1Th1Au2In1Th1,256.3211348,255.4755104,254.6329766,96.9,96.9,96.9,14.9165,15,14.9582
Au2In1Ti1Au2In1Ti1,787.6021829,294.3347527,172.8651577,117.9,117.9,117.9,7.72101,27.9,17.8105
Au2In1U1Au2In1U1,164.1976498,149.3057068,136.6987743,79.7778,79.7778,79.7778,16.215,18.9067,17.5608
Au2In1Y1Au2In1Y1,191.6453258,145.4893284,116.2054218,88.7833,88.7833,88.7833,16.7174,25.42,21.0687
Au2In1Zr1Au2In1Zr1,321.8675714,178.4748906,120.23454,121.011,121.011,121.011,17.17,39.3167,28.2433
Au2In2O4Au2In2O4,156.1219006,133.0649271,117.8048932,112.076,123.248,117.662,28.1669,41.1056,34.6362
Au2K2Se2Au2K2Se2,24.69061798,19.79173558,16.49447201,13.5313,14.1556,13.8434,5.26668,7.60667,6.43667
Au2K2Se4Au2K2Se4,26.67554302,25.6546404,25.11095856,18.3267,22.1074,20.217,7.8245,10.8578,9.34114
Au2K2Te2Au2K2Te2,18.23594373,24.65730257,30.97027253,20.6947,30.937,25.8159,12.4977,15.2889,13.8933
Au2La2Au2La2,321.4450099,172.9006974,111.878994,66.5392,63.2315,64.8853,7.00862,15.7689,11.3888
Au2La2Pb2Au2La2Pb2,40.2554374,44.35359885,48.52044775,57.1809,64.587,60.884,31.2494,32.3056,31.7775
Au2Mn1Au2Mn1,308.3398074,155.0033783,100.7989732,97.5248,98.7037,98.1142,12.8823,33.5389,23.2106
Au2Nb1Au2Nb1,151.3536995,131.4475136,115.7507569,167.856,167.215,167.535,52.9869,65.9189,59.4529
Au2Nb3Au2Nb3,139.1426149,133.3162906,127.8367243,169.803,167.989,168.896,57.846,61.1,59.473
Au2Nb6Au2Nb6,162.7093318,139.3672093,121.4673955,176.45,176.45,176.45,53.7459,68.64,61.193
Au2O4Rb2Au2O4Rb2,25.47282101,32.87018659,39.3116845,18.824,36.763,27.7935,8.43831,16.4161,12.4272
Au2O4Sc2Au2O4Sc2,161.8411948,127.9659135,107.6136034,120.164,131.109,125.637,30.3406,48.6289,39.4848
Au2O4Y2Au2O4Y2,222.4192974,147.594807,111.5783267,106.561,113.881,110.221,19.3903,38.1989,28.7946
Au2Pb8Rb6Au2Pb8Rb6,18.35306127,17.69741359,17.2075523,11.9129,13.2056,12.5592,5.43283,6.64667,6.03975
Au2Rb2Te2Au2Rb2Te2,20.31863885,25.27412038,30.20332752,22.634,30.337,26.4855,13.1964,15.1389,14.1677
Au2S4V2Au2S4V2,63.19453536,64.05404201,65.14276411,89.2389,106.565,97.9019,42.351,53.9122,48.1316
Au2Sb2Yb2Au2Sb2Yb2,25.0880479,36.63590835,48.81261288,34.2459,52.7074,43.4767,20.9484,23.7011,22.3248
Au2Sc1Au2Sc1,104.1091896,91.0966752,81.01773854,111.456,113.663,112.559,39.1788,49.6544,44.4166
Au2Sc2Si2Au2Sc2Si2,57.28149613,59.8298657,62.37615605,103.686,110.789,107.238,57.4574,59.21,58.3337
Au2Sc2Sn2Au2Sc2Sn2,63.96559351,64.91669911,65.85942266,76.9137,80.0981,78.5059,33.5536,34.8189,34.1863
Au2Si2Sr1Au2Si2Sr1,59.44975861,58.02862406,56.69937747,82.8588,84.1333,83.4961,39.8251,42.3467,41.0859
Au2Si2Tb1Au2Si2Tb1,89.80334104,86.83653203,84.10606906,113.485,115.219,114.352,45.5009,49.1378,47.3193
Au2Si2Th1Au2Si2Th1,143.7556789,139.5198535,135.5138148,121.5,121.635,121.567,34.0694,35.8544,34.9619
Au2Si2Y2Au2Si2Y2,73.25460429,72.64964952,73.41171001,75.2338,100.767,88.0002,29.0493,44.95,36.9997
Au2Si2Yb1Au2Si2Yb1,75.73232844,73.39407816,71.28155466,87.7404,90.2148,88.9776,35.5997,39.0089,37.3043
Au2Sn1U1Au2Sn1U1,298.2995465,179.4456229,125.5698429,79.0944,79.0944,79.0944,9.67625,20.0367,14.8565
Au2Sn2Au2Sn2,149.827314,133.1808531,119.6753521,68.7627,69.0037,68.8832,14.0114,16.9956,15.5035
Au2Sn2Tb2Au2Sn2Tb2,48.53469808,49.59017192,50.6359323,74.7087,78.2944,76.5016,40.1804,41.66,40.9202
Au2Sn2Y2Au2Sn2Y2,48.96431256,49.99736649,51.02029051,73.9446,77.5111,75.7279,39.2858,40.7867,40.0362
Au2Sn8Au2Sn8,94.02892444,87.37350087,82.8095703,43.7567,49.9704,46.8635,10.487,14.2156,12.3513
Au2Ta6Au2Ta6,231.3907298,168.1586788,130.6242454,192.15,192.15,192.15,45.411,73.41,59.4105
Au2Tb1Au2Tb1,100.9083548,92.51729636,85.56511223,94.4829,96.9167,95.6998,31.3825,37.3733,34.3779
Au2Th1Au2Th1,97.18346934,99.04827773,100.8938857,102.003,106.674,104.339,36.3185,37.6528,36.9856
Au2Th2Au2Th2,166.7510045,147.8269271,131.9395981,96.3855,93.8944,95.14,21.2562,24.8667,23.0615
Au2Ti1Au2Ti1,189.6280716,126.6489247,94.25072009,116.079,118.407,117.243,25.2156,46.5911,35.9034
Au2Ti2Au2Ti2,128.2123371,106.8227176,91.22478061,133.81,134.567,134.188,43.33,57.9933,50.6617
Au2Ti6Au2Ti6,41.38532995,38.00699771,35.07642458,78.1722,78.1722,78.1722,48.8621,55.7033,52.2827
Au2Y1Au2Y1,95.31305591,87.43414077,80.92203304,93.4623,96.0907,94.7765,32.3712,38.6344,35.5028
Au2Yb1Au2Yb1,84.21538775,77.67130753,72.37618301,56.1385,58.8167,57.4776,16.6938,20.28,18.4869
Au2Zr6Au2Zr6,117.7874413,102.8893919,91.07426227,114.506,114.506,114.506,36.8152,45.5833,41.1993
Au36In16Au36In16,146.2193323,142.358908,138.6797085,95.9944,95.9944,95.9944,23.5879,24.6567,24.1223
Au3Cd3La3Au3Cd3La3,170.156794,122.4111263,89.85369174,72.9806,63.4944,68.2375,13.7691,19.0333,16.4012
Au3Cu1Au3Cu1,132.9321087,110.8905319,94.6697135,116.094,116.094,116.094,33.9745,45.0667,39.5206
Au3Dy3In3Au3Dy3In3,66.6435013,60.58334148,55.5421193,81.9828,83.2204,82.6016,35.7078,42.3622,39.035
Au3Er3In3Au3Er3In3,68.81214222,61.26643317,55.29456241,82.4958,84.6722,83.584,35.1111,43.6333,39.3722
Au3Ho3In3Au3Ho3In3,72.41014643,63.47727957,56.34970389,84.5126,84.7167,84.6147,34.9166,43.0033,38.96
Au3In3La3Au3In3La3,70.51500237,66.4641378,62.82602493,68.0965,68.3204,68.2084,25.8098,28.5056,27.1577
Au3In3Tb3Au3In3Tb3,64.11998381,58.42868279,53.59181054,80.2067,80.4444,80.3256,35.6611,41.4433,38.5522
Au3In3Y3Au3In3Y3,63.91397245,58.38934152,53.66509042,82.7493,82.8778,82.8135,37.4685,43.29,40.3792
Au3In3Yb3Au3In3Yb3,46.56791385,46.12535164,45.72763383,47.4549,49.2389,48.3469,21.0292,22.5533,21.7913
Au3K2Au3K2,40.4870083,39.28667427,38.43965162,29.9062,33.6389,31.7726,11.7659,14.6267,13.1963
Au3Li1Au3Li1,318.7495895,197.7859384,140.6067143,87.3778,87.3778,87.3778,10.6222,21.1667,15.8944
Au3Rb2Au3Rb2,34.78589061,34.20777867,33.81549663,28.1921,31.4194,29.8058,12.1433,14.6083,13.3758
Au4Ba4Au4Ba4,35.72832632,34.5383761,33.44327959,30.4852,30.9833,30.7342,13.3701,14.43,13.9001
Au4Bi2Au4Bi2,129.8544252,127.045208,124.3442059,96.0722,96.0722,96.0722,26.0817,27.0433,26.5625
Au4Bi2Dy10Au4Bi2Dy10,93.51802956,80.69765312,70.71570421,61.8256,61.837,61.8313,17.6928,22.2822,19.9875
Au4Bi2Tb10Au4Bi2Tb10,85.42508383,76.02909049,68.33195765,61.4172,61.4278,61.4225,18.8793,22.69,20.7846
Au4Ca12Au4Ca12,33.3763431,32.60119843,32.01119065,23.6141,25.9019,24.758,9.61644,11.4144,10.5154
Au4Ca2Au4Ca2,135.6712642,123.7108126,115.125639,59.2276,65.6185,62.423,12.1708,16.2778,14.2243
Au4Ca4Cd4Au4Ca4Cd4,77.09328588,67.39659146,59.39862322,53.1766,51.7722,52.4744,16.5526,19.6833,18.1179
Au4Ca4Ga4Au4Ca4Ga4,62.86822165,60.25506636,57.84957469,60.0823,60.4481,60.2652,23.4956,25.3722,24.4339
Au4Ca4In4Au4Ca4In4,74.95184877,67.72362677,61.57836598,54.0997,53.6519,53.8758,17.3835,20.1644,18.774
Au4Ca4Pb2Au4Ca4Pb2,45.88734968,45.58197928,45.29011812,46.3686,47.1019,46.7352,20.5527,21.2644,20.9086
Au4Cd4Yb4Au4Cd4Yb4,74.07296646,64.95883419,57.39257263,51.2757,49.8796,50.5777,16.1965,19.1411,17.6688
Au4Cr1Au4Cr1,174.0268027,157.2969673,142.9511824,111.196,109.288,110.242,25.4111,29.2011,27.3061
Au4Dy8Au4Dy8,89.37866791,79.21849706,71.52859541,58.8784,61.8704,60.3744,17.0706,22.0922,19.5814
Au4Er8Au4Er8,91.0604479,81.15965348,74.02291229,60.849,66.1926,63.5208,17.6603,23.7689,20.7146
Au4Ga4Sr2Au4Ga4Sr2,82.82977032,79.80331916,77.07276778,61.8217,63.2889,62.5553,19.5578,21.4967,20.5272
Au4Ho10Sb2Au4Ho10Sb2,89.5615119,79.35248489,71.06199926,66.4483,66.5056,66.4769,20.4318,24.7533,22.5926
Au4Ho1Au4Ho1,176.1904979,151.1573685,131.9833018,109.005,109.294,109.15,24.409,31.22,27.8145
Au4Ho8Au4Ho8,87.03637566,79.03161458,73.36156299,57.1971,63.6759,60.4365,16.7074,22.5922,19.6498
Au4In2Tb4Au4In2Tb4,82.02368335,78.36150373,74.98470819,79.1795,79.2296,79.2046,28.5779,30.7978,29.6879
Au4In8Na12Au4In8Na12,44.5443931,40.82911884,37.61856829,23.6778,23.6778,23.6778,7.68041,8.78667,8.23354
Au4La4Au4La4,218.0149594,149.7191012,94.45209202,100.45,65.3463,82.8983,18.0483,19.0678,18.5581
Au4La4O12Au4La4O12,72.36734044,74.81668966,77.22392853,100.437,108.867,104.652,45.2586,48.42,46.8393
Au4La8Au4La8,78.92944532,75.85307184,73.28047625,43.3443,46.0296,44.687,11.9473,13.8978,12.9226
Au4Mg4Yb4Au4Mg4Yb4,44.02034886,45.19521694,46.37175309,40.3155,45.863,43.0892,17.2264,20.0478,18.6371
Au4O4Rb4Au4O4Rb4,34.95097342,32.15299497,29.72192514,25.4809,25.537,25.509,10.3956,11.8389,11.1172
Au4P6Au4P6,90.55021924,79.53353362,71.70744416,77.6199,84.1148,80.8673,25.5621,34.9489,30.2555
Au4S2Au4S2,348.9398571,334.4674594,321.0613566,59.3278,59.3278,59.3278,5.50439,5.90667,5.70553
Au4S4Ta20Au4S4Ta20,121.6657541,121.0327823,120.405548,183.128,183.128,183.128,72.4746,73.1067,72.7906
Au4Sb8Au4Sb8,102.7528565,101.1982436,99.83580277,67.0155,70.2648,68.6401,18.4667,20.3056,19.3861
Au4Tb8Au4Tb8,85.29283343,78.88644821,73.9700146,56.1049,60.6796,58.3923,16.5047,20.8744,18.6896
Au4Ti1Au4Ti1,234.680029,192.3917262,161.3317699,133.563,130.53,132.046,26.005,34.4411,30.2231
Au4V2Au4V2,174.1844388,109.2995669,77.9827937,100.054,100.141,100.098,21.6726,42.3744,32.0235
Au4Y8Au4Y8,80.4796288,74.22155531,69.57046231,56.0595,61.5259,58.7927,17.2937,22.4122,19.8529
Au4Yb1Au4Yb1,168.8920007,141.9042123,123.7481837,72.1769,77.4806,74.8287,13.6274,19.665,16.6462
Au4Yb4Au4Yb4,46.41344175,44.58419752,42.95768755,44.4176,45.7648,45.0912,19.0938,21.2456,20.1697
Au5Ca1Au5Ca1,211.5170327,209.7594162,208.0267542,89.2944,89.2944,89.2944,15.5176,15.7367,15.6271
Au5K1Au5K1,83.30446391,87.98952091,92.64905228,67.452,73.8259,70.639,22.1847,23.2656,22.7251
Au5Rb1Au5Rb1,79.83845602,86.6557503,93.33394378,62.4462,72.6537,67.55,20.4661,22.5756,21.5208
Au6Ca10Au6Ca10,44.44036398,43.2014013,42.03050977,35.5814,35.763,35.6722,14.1749,14.9344,14.5547
Au6Dy6Sb8Au6Dy6Sb8,57.83539721,57.66556553,57.49642872,79.9833,79.9833,79.9833,38.6251,38.81,38.7175
Au6Er6Sb8Au6Er6Sb8,57.82334689,57.55224232,57.28354728,81.2833,81.2833,81.2833,39.5773,39.88,39.7287
Au6Ho6Sb8Au6Ho6Sb8,57.92404755,57.69034912,57.4583079,80.5167,80.5167,80.5167,38.9636,39.22,39.0918
Au6K2Sn6Au6K2Sn6,76.11429034,75.50651498,75.00161737,44.3903,46.8593,45.6248,12.758,14.0056,13.3818
Au6La6Sb8Au6La6Sb8,52.9542903,52.86608247,52.77813218,71.2833,71.2833,71.2833,34.9058,35,34.9529
Au6Sb8Tb6Au6Sb8Tb6,57.35199221,57.1694509,56.98774957,79.4444,79.4444,79.4444,38.497,38.6967,38.5968
Au6Sb8Y6Au6Sb8Y6,56.62418315,56.43481389,56.24637417,77.7833,77.7833,77.7833,37.6847,37.89,37.7873
Au6Sr14Au6Sr14,35.69326278,36.48365711,37.27631188,21.6609,22.287,21.974,8.01405,8.08222,8.04813
Au7Cd16Na6Au7Cd16Na6,72.46141615,70.40340077,68.44652815,45.2167,45.2167,45.2167,13.6567,14.31,13.9833
Au7I1P10Au7I1P10,67.99571967,59.42532952,53.06159605,73.9482,77.6889,75.8185,30.0907,39.65,34.8704
Au8Cl24Cs8Au8Cl24Cs8,52.00888863,51.94230702,51.87578422,34.0891,34.0537,34.0714,11.7129,11.7189,11.7159
Au8Er8Sn4Au8Er8Sn4,76.63106558,71.35491779,67.07328688,74.5479,78.65,76.5989,27.6113,33.3767,30.494
Au8Ga4Au8Ga4,115.2866676,126.6236465,137.5414869,78.75,96.0759,87.4129,21.376,24.8589,23.1175
Au8In4K2Au8In4K2,68.61234293,76.29447367,83.96691426,51.0207,59.8111,55.4159,17.1179,18.4033,17.7606
Au8In8Sr4Au8In8Sr4,122.070295,100.9655046,82.21604989,65.7051,54.663,60.1841,15.5328,16.3611,15.9469
Au8Li30Au8Li30,31.55238321,30.4857649,29.47892597,27.7389,27.7389,27.7389,12.7934,13.4883,13.1409
Au8Nb12Au8Nb12,158.2556059,157.8600581,157.4666533,173.9,173.9,173.9,53.8239,54.05,53.937
Au8Zn24Au8Zn24,114.6105649,106.8891241,100.0574983,91.1167,91.1167,91.1167,26.7347,29.93,28.3323
B12Dy1B12Dy1,46.60948942,45.49442599,44.42522823,218.267,218.267,218.267,207.287,215.42,211.354
B12Er1B12Er1,47.72334912,46.46618087,45.26560347,220.933,220.933,220.933,207.128,216.11,211.619
B12H12Tl2B12H12Tl2,25.37465205,25.9288518,26.48642152,12.0031,12.287,12.1451,4.30933,4.31889,4.31411
B12Hf1B12Hf1,63.62111445,59.68084701,56.15199646,237.2,237.2,237.2,182.524,202.05,192.287
B12Ho1B12Ho1,46.54352458,45.34315903,44.19563921,218.689,218.689,218.689,208.125,216.943,212.534
B12Ni1B12Ni1,84.57199505,69.71264557,58.93599556,209.072,209.072,209.072,119.562,160.753,140.157
B12Sc1B12Sc1,51.15066259,48.96169064,46.93135115,217.944,217.944,217.944,191.909,205.687,198.798
B12Tb1B12Tb1,47.11631086,46.00875434,44.94575296,220.656,220.656,220.656,208.877,216.933,212.905
B12Th1B12Th1,54.19640637,53.64685029,53.10700774,231.011,231.011,231.011,199.855,203.167,201.511
B12U1B12U1,53.06673011,51.98934816,50.95002424,241.739,241.739,241.739,217.616,224.893,221.255
B12Y1B12Y1,46.69185568,45.56677951,44.4877916,217.678,217.678,217.678,206.156,214.307,210.231
B12Yb1B12Yb1,46.86694436,45.27669789,43.77772389,199.311,199.311,199.311,180.08,190.197,185.138
B12Zr1B12Zr1,56.14350713,53.65264534,51.34958567,231.972,231.972,231.972,195.431,210.073,202.752
B14Mn2Y6B14Mn2Y6,43.08054781,42.98725649,42.8955189,164.478,165.139,164.808,144.425,145.797,145.111
B14Re2Y6B14Re2Y6,47.53973606,47.36027371,47.18276807,170.893,171.794,171.344,141.345,143.33,142.337
B14W2Y6B14W2Y6,47.16607345,46.27023461,45.40075075,174.345,173.826,174.085,146.576,150.459,148.518
B16C16Mg8B16C16Mg8,79.11488851,60.17441573,52.02767548,137.152,178.037,157.595,67.1175,139.759,103.438
B16C8Sc8B16C8Sc8,51.19037264,54.22005614,57.17420068,175.404,198.978,187.191,138.473,152.98,145.727
B18Li2B18Li2,45.67684707,46.29054012,46.90308967,193.669,205.926,199.797,176.086,189.002,182.544
B1Be2B1Be2,36.84542732,36.79694291,36.74856781,145.728,145.728,145.728,136.383,136.667,136.525
B1Bi1B1Bi1,29.52936141,28.44925413,27.43382744,74.7222,74.7222,74.7222,59.5555,63.0433,61.2994
B1C2N1B1C2N1,54.11138895,53.80815175,53.50984981,371.902,373.081,372.491,408.753,414.432,411.593
B1C2Sc2B1C2Sc2,104.7044559,73.69671722,56.23104474,136.532,138.261,137.397,52.8677,89.8133,71.3405
B1C5B1C5,64.07101607,61.76036649,59.58153535,376.797,375.417,376.107,363.338,383.387,373.362
B1C7B1C7,53.85936055,52.27977943,50.780747,391.841,392.07,391.956,443.736,465.766,454.751
B1Ce1Rh3B1Ce1Rh3,191.1898008,179.8146932,169.6161447,205.611,205.611,205.611,59.0352,65.2867,62.1609
B1Dy1Rh3B1Dy1Rh3,93.01006568,90.30249906,87.73333067,179.122,179.122,179.122,87.6448,91.9833,89.8141
B1Er1Rh3B1Er1Rh3,97.14956299,93.84502853,90.73705722,183.894,183.894,183.894,87.9398,93.0567,90.4982
B1H4Na1B1H4Na1,19.00441606,18.65378025,18.31317098,20.9167,20.9167,20.9167,12.3193,12.66,12.4896
B1Hf1B1Hf1,102.7164621,86.29739482,74.05263626,173.528,173.528,173.528,76.9677,100.857,88.9122
B1Hf1Rh3B1Hf1Rh3,121.8142196,119.1688197,116.6255593,227.789,227.789,227.789,100.441,104.153,102.297
B1Ho1Rh3B1Ho1Rh3,95.7576107,93.18485572,90.73370067,182.35,182.35,182.35,87.8796,91.89,89.8848
B1In1La3B1In1La3,29.11647653,28.73923983,28.36999953,42.3444,42.3444,42.3444,25.6852,26.2067,25.9459
B1In1Sc3B1In1Sc3,34.45586549,34.03814941,33.6289918,75.9056,75.9056,75.9056,54.0521,55.0933,54.5727
B1Ir3Sc1B1Ir3Sc1,122.7781445,114.1437793,106.5488454,237.917,237.917,237.917,106.511,119.86,113.186
B1Ir6Zr2B1Ir6Zr2,106.5704721,106.3619679,106.1541984,269.959,269.959,269.959,144.847,145.319,145.083
B1La1Rh3B1La1Rh3,163.9526287,147.1882259,133.2989637,167.544,167.544,167.544,49.4119,58.7667,54.0893
B1Lu1Rh3B1Lu1Rh3,98.04038868,95.128787,92.36894254,193.25,193.25,193.25,94.0213,98.78,96.4006
B1N1B1N1,60.52357041,59.27765081,58.07612204,372.389,372.389,372.389,373.952,386.723,380.337
B1Ni6Si2B1Ni6Si2,153.0017068,134.8422716,121.3676605,197.359,208.489,202.924,66.9432,88.22,77.5816
B1Os1B1Os1,106.4262001,105.9314208,105.4538495,352.371,356.893,354.632,216.248,222.112,219.18
B1P1B1P1,36.84077879,36.24020344,35.65620564,161.95,161.95,161.95,159.794,163.97,161.882
B1Pb1Sc3B1Pb1Sc3,27.44431454,27.1469085,26.85490016,75.3556,75.3556,75.3556,63.8278,64.9033,64.3656
B1Pd3Yb1B1Pd3Yb1,372.62274,289.8693423,235.5631467,109.956,109.956,109.956,13.1364,19.3633,16.2499
B1Rh3Sc1B1Rh3Sc1,99.29157884,95.0578861,91.13818577,194.367,194.367,194.367,93.8453,100.75,97.2977
B1Rh3Tb1B1Rh3Tb1,94.81205769,92.28082491,89.86845373,180.339,180.339,180.339,87.1435,91.0933,89.1184
B1Rh3Y1B1Rh3Y1,99.39151383,96.41103785,93.58743678,181.583,181.583,181.583,84.6699,89,86.8349
B1Rh3Zr1B1Rh3Zr1,118.2162155,115.3573597,112.6210862,214.928,214.928,214.928,94.3863,98.2767,96.3315
B1Rh6Ti2B1Rh6Ti2,116.7479929,116.1895899,115.6359973,228.317,228.317,228.317,104.424,105.26,104.842
B1Sb1B1Sb1,33.38174145,32.36131077,31.39276712,98.3222,98.3222,98.3222,81.692,85.7133,83.7027
B1Sc3Sn1B1Sc3Sn1,28.55647509,28.17095203,27.7941275,78.7556,78.7556,78.7556,66.1364,67.5333,66.8349
B1Sc3Tl1B1Sc3Tl1,34.40317319,33.85629533,33.3241423,75.1667,75.1667,75.1667,53.3289,54.68,54.0045
B1Tc1B1Tc1,107.6036083,105.5960767,103.6560424,299.898,299.922,299.91,168.244,173.573,170.909
B1Zr1B1Zr1,87.28434712,77.11886717,68.88966088,160.072,160.072,160.072,78.0369,94.8133,86.4251
B24Os4Y8B24Os4Y8,47.91021136,47.77218519,47.63517638,208.095,208.498,208.297,188.745,190.172,189.459
B24Re4Y8B24Re4Y8,48.33657892,48.23483011,48.13359006,205.328,205.852,205.59,183.679,185.008,184.343
B24Ru4Y8B24Ru4Y8,47.08176467,46.65423265,46.23182621,200.315,199.63,199.972,180.777,182.501,181.639
B28B28,40.98542263,41.3267676,41.66741509,221.433,224.861,223.147,234.756,237.09,235.923
B28Mo12Y4B28Mo12Y4,72.17532319,71.17372404,70.1950531,252.763,252.58,252.672,181.083,185.061,183.072
B2Ba1Rh2B2Ba1Rh2,62.92635087,53.81122725,48.23419552,83.0354,96.1,89.5677,38.1447,58.9133,48.529
B2C2Li2B2C2Li2,43.69064857,42.52693071,42.94638847,125.545,182.607,154.076,95.2352,169.371,132.303
B2C2Mo4B2C2Mo4,102.3025473,101.9696727,101.6453497,303.881,306.743,305.312,178.964,182.472,180.718
B2C4N2B2C4N2,53.54314546,53.12419482,52.71110001,374.56,374.548,374.554,416.689,421.982,419.336
B2Ca1B2Ca1,36.62414511,36.43668097,36.25153918,122.007,122.496,122.252,104.976,106.464,105.72
B2Ca1Rh3B2Ca1Rh3,89.19961039,86.72188727,84.34683561,193.288,192.196,192.742,101.705,105.614,103.66
B2Ce1Ir3B2Ce1Ir3,156.2909871,127.9277288,106.8963031,260.496,252.581,256.539,99.7189,130.756,115.237
B2Co2Y1B2Co2Y1,49.81768271,50.40985679,51.00456089,140.301,149.224,144.762,101.256,108.978,105.117
B2Co3Y1B2Co3Y1,58.45381212,58.88782942,59.32249599,177.838,179.554,178.696,126.956,127.262,127.109
B2Cr1B2Cr1,43.09787461,44.29688009,45.47514107,180.293,195.185,187.739,165.695,178.791,172.243
B2F10Li4B2F10Li4,34.36737035,34.00462176,33.65282153,45.2596,45.6056,45.4326,24.9371,25.6433,25.2902
